CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
601,Spain,Male,24,7,0,0,0,144660.42,0
477,France,Male,22,5,82559.42,0,0,163112.9,1
558,France,Male,32,5,73494.21,0,0,136301.1,0
586,Spain,Male,29,2,132450.24,1,1,36176.63,0
850,France,Male,49,6,128663.9,1,0,65769.3,1
505,France,Female,36,2,79951.9,0,1,174123.16,1
591,France,Female,51,8,132508.3,1,1,161304.68,1
761,France,Female,38,1,120530.13,1,0,109394.62,0
554,France,Female,35,10,74988.59,0,1,190155.13,0
774,France,Female,47,6,94722.88,0,1,61450.96,0
771,Spain,Female,33,5,0,1,0,8673.43,0
792,France,Male,31,6,71269.89,0,1,125912.77,0
673,France,Female,41,9,98612.1,1,0,151349.35,0
765,France,Male,40,6,138033.55,1,1,67972.45,0
748,France,Female,41,2,91621.69,1,1,71139.31,0
422,France,Male,54,3,140014.42,0,1,86350.97,0
568,Spain,Male,27,5,126815.97,0,1,118648.12,0
502,France,Female,64,3,139663.37,0,1,100995.11,0
524,France,Female,28,7,0,0,1,147100.72,0
689,France,Male,34,1,165312.27,1,0,155495.63,0
661,France,Male,26,8,0,0,0,196875.87,0
606,Spain,Male,33,8,0,1,1,63176.77,0
678,France,Female,54,1,123699.28,0,1,105221.76,0
636,France,Female,29,3,97325.15,0,1,131924.38,0
647,France,Male,32,5,97041.16,1,1,23132.73,0
732,France,Male,36,5,0,1,0,161428.25,0
646,France,Male,50,0,104129.24,1,0,181794.86,1
559,France,Female,43,1,0,0,1,86634.3,0
581,France,Male,28,3,104367.5,1,1,29937.75,0
565,France,Male,46,7,135369.71,0,1,140130.22,0
657,Spain,Female,41,6,112119.48,1,0,17536.82,0
847,France,Male,66,7,123760.68,0,1,53157.16,0
558,France,Female,41,6,0,1,1,143585.29,1
596,Spain,Male,57,6,0,1,1,72402,0
579,France,Male,39,5,0,0,1,39891.84,0
741,France,Female,36,3,0,1,1,89804.83,0
613,France,Male,44,3,0,0,1,136491.72,0
694,Spain,Male,31,5,0,1,0,35593.18,0
729,Spain,Female,42,7,0,1,0,58268.2,1
480,France,Female,42,1,152160.21,1,0,101778.9,0
666,France,Female,59,5,0,1,1,185123.09,0
575,France,Male,24,2,0,1,1,119927.81,0
850,France,Male,36,3,0,1,0,195033.07,0
740,France,Male,36,4,172381.8,1,1,86480.29,0
588,France,Male,41,6,106116.56,1,0,198766.61,0
681,France,Male,36,5,141952.07,1,1,185144.08,0
611,Spain,Female,33,7,0,1,1,3729.89,0
589,France,Female,37,6,138497.84,0,1,18988.58,0
717,Spain,Female,34,1,0,1,0,119313.74,0
556,France,Male,33,3,124213.36,1,0,62627.55,0
850,France,Male,37,4,126872.6,1,0,197266.58,0
685,Spain,Female,42,2,0,0,0,199992.48,0
713,France,Female,37,8,0,1,1,16403.41,0
437,France,Female,26,1,120923.52,0,1,78854.57,0
605,Spain,Male,47,7,142643.54,1,0,189310.27,0
758,France,Male,41,10,79857.64,1,1,78088.17,0
600,France,Male,46,10,95502.21,0,0,19842.18,0
827,France,Male,38,5,0,0,0,103305.01,0
608,France,Male,23,8,197715.93,1,1,116124.28,0
608,France,Female,30,8,85859.76,0,0,142730.27,0
554,France,Male,44,7,85304.27,1,1,58076.52,0
683,France,Female,35,1,132371.3,0,0,186123.57,0
660,Spain,Male,33,4,0,1,0,29664.45,0
628,France,Female,31,5,0,0,0,147963.07,1
668,France,Male,39,4,79896,1,0,38466.39,0
776,France,Female,29,5,0,1,1,143301.49,0
820,France,Male,36,4,0,1,0,31422.69,0
665,France,Male,36,1,0,0,1,121505.61,0
850,France,Male,31,4,146587.3,1,1,89874.82,0
703,France,Female,42,7,0,0,1,72500.68,0
506,Spain,Male,32,8,0,0,1,182692.8,0
588,Spain,Male,32,3,109109.33,0,1,4993.94,0
622,Spain,Female,26,8,0,1,1,124964.82,0
606,France,Male,34,5,0,1,0,161971.42,0
517,France,Male,56,9,142147.32,0,0,39488.04,1
758,Spain,Female,43,10,0,1,1,55313.44,0
677,France,Female,49,3,0,1,1,187811.71,0
827,Spain,Female,35,0,0,0,1,184514.01,0
729,France,Female,36,8,109106.8,0,0,121311.12,0
654,France,Male,36,2,112262.84,1,0,12873.39,0
654,Spain,Female,36,5,0,0,0,157238.05,0
619,Spain,Male,52,8,0,1,1,123242.11,0
642,Spain,Male,26,8,144238.7,1,1,184399.76,0
472,Spain,Female,32,1,159397.75,0,1,57323.18,0
470,Spain,Male,30,4,125385.01,1,0,68293.93,0
633,France,Female,60,8,69365.25,1,1,10288.24,0
602,France,Male,31,7,155271.83,1,1,179446.31,0
640,Spain,Male,29,5,197200.04,1,0,141453.62,0
454,Spain,Female,48,5,144837.79,1,1,93151.77,0
562,France,Female,57,3,0,1,0,6554.97,1
636,France,Male,34,8,0,1,0,38570.13,0
621,Spain,Male,50,3,163085.79,0,1,131048.36,0
795,France,Male,38,7,125903.22,1,1,127068.92,0
550,France,Male,22,6,154377.3,1,1,51721.52,0
630,Spain,Male,41,7,107511.52,0,1,46156.87,0
573,France,Male,30,8,127406.5,1,0,192950.6,0
561,Spain,Male,24,8,143656.55,0,1,180932.46,0
662,France,Female,39,5,138106.75,0,0,19596.73,0
637,France,Male,27,9,128940.24,1,0,46786.92,0
651,France,Male,37,9,114453.58,0,1,175820.91,0
646,France,Female,33,2,0,0,0,198208,0
567,France,Female,48,3,0,1,0,55362.45,0
638,France,Male,41,1,131762.94,1,1,47675.29,0
725,France,Female,31,6,0,0,0,61326.43,0
709,France,Female,41,3,150300.65,1,0,71672.86,0
787,Spain,Male,39,10,108935.39,1,1,101168.3,0
653,France,Male,37,7,135847.47,1,0,144880.81,0
661,France,Male,37,7,109908.06,1,0,115037.67,1
681,France,Male,49,8,142946.18,0,0,187280.51,1
436,France,Male,45,3,104339.11,1,1,183540.22,1
663,France,Male,33,5,157274.36,1,1,28531.81,0
662,France,Male,64,0,98848.19,0,1,42730.12,0
607,France,Female,39,8,105103.33,1,0,104721.5,1
754,France,Male,34,7,0,1,1,65219.85,0
850,France,Female,66,0,127120.62,0,1,118929.64,1
578,France,Male,39,2,0,1,0,70563.9,0
666,France,Female,36,3,129118.5,0,0,139435.12,0
599,France,Female,43,4,0,1,0,170347.1,0
586,France,Female,46,0,0,0,1,131553.82,1
825,France,Female,36,3,146053.66,1,1,138344.7,0
808,Spain,Female,67,10,124577.15,0,1,169894.4,0
515,Spain,Male,29,4,151012.55,1,0,9770.97,0
663,Spain,Female,58,5,216109.88,0,1,74176.71,1
444,France,Male,34,2,144318.97,1,0,112668.06,0
650,France,Female,39,4,0,0,0,186275.7,0
609,France,Male,26,7,0,1,0,98463.99,0
824,France,Male,77,3,27517.15,0,1,2746.41,0
662,France,Male,29,5,147092.65,1,0,10928.3,0
699,France,Female,51,2,92246.14,0,1,91346.03,0
752,France,Female,41,8,0,1,0,139844.04,1
603,France,Female,40,8,148897.02,0,0,105052.9,0
628,Spain,Male,50,8,0,0,0,144366.83,1
745,France,Female,36,9,0,1,0,19605.18,1
804,France,Female,33,10,138335.96,1,1,80483.76,0
454,France,Female,50,10,92895.56,1,0,154344,1
631,Spain,Male,46,9,160736.63,0,1,93503.02,0
503,France,Male,32,4,0,1,1,153036.97,0
548,France,Female,37,9,0,0,0,98029.58,0
668,France,Male,28,4,107141.27,1,0,193018.71,0
619,France,Female,55,0,0,0,0,60810.64,1
842,France,Female,37,4,132446.08,1,0,87071.18,1
707,France,Female,57,1,92053,1,1,164064.44,1
715,Spain,Male,38,2,96798.79,1,1,4554.67,0
573,France,Male,35,9,134498.54,1,1,119924.8,0
509,France,Male,55,8,132387.91,1,1,170360.11,0
670,France,Female,40,2,147171.2,0,1,69850.04,0
613,Spain,Male,44,9,100524.69,1,1,47298.95,0
678,France,Female,26,1,0,1,0,45443.68,0
555,France,Female,51,9,138214.5,1,0,198715.27,1
777,France,Female,30,4,0,0,1,115611.97,0
552,Spain,Male,55,3,0,1,1,40333.94,0
640,Spain,Male,39,3,0,1,1,105997.25,0
541,France,Male,34,3,128743.55,1,0,134851.12,0
756,France,Male,31,10,122647.32,0,0,61666.87,0
684,Spain,Female,24,9,79263.9,0,1,196574.48,0
618,France,Female,42,2,0,0,0,111097.39,1
604,France,Female,53,2,121389.78,1,1,48201.64,1
624,Spain,Male,38,7,123906.55,1,0,135096.78,0
661,Spain,Male,38,7,143006.7,1,1,15650.89,0
627,Spain,Female,28,3,157597.61,0,1,34097.22,0
812,Spain,Male,38,3,127117.8,1,1,174822.74,0
473,France,Female,39,9,117103.26,1,1,85937.52,1
717,Spain,Male,36,2,102989.83,0,1,49185.57,0
693,Spain,Male,28,1,145118.83,0,1,77742.38,0
705,France,Male,92,1,126076.24,1,1,34436.83,0
661,France,Male,41,5,0,0,1,88279.6,0
573,France,Female,27,4,0,1,1,157549.6,0
639,France,Male,37,5,98186.7,0,1,173386.95,0
718,France,Female,67,7,0,1,1,82782.08,0
570,France,Male,37,6,0,1,1,187758.5,0
461,France,Female,40,7,0,1,0,176547.8,0
638,France,Female,33,5,129335.65,1,1,56585.2,1
608,Spain,Male,48,7,75801.74,1,0,125762.95,0
599,Spain,Male,42,6,0,1,0,113868.4,0
762,France,Female,44,7,159316.64,0,0,24780.13,0
662,France,Female,38,2,96479.81,1,0,120259.41,0
747,France,Male,29,7,117726.33,1,1,175398.34,0
539,France,Male,39,6,0,1,1,86767.48,0
625,France,Male,43,4,122351.29,1,0,71216.6,0
656,France,Female,48,9,0,1,1,85240.61,1
469,France,Female,48,5,0,1,0,160529.71,1
621,Spain,Female,43,8,0,0,0,102806.6,0
754,France,Female,27,7,0,1,0,144134.64,0
679,France,Female,50,6,132598.38,1,1,184017.98,0
535,France,Male,38,2,119272.29,0,0,195896.59,1
487,France,Male,37,2,0,1,1,126722.57,0
850,France,Female,42,3,0,1,1,176883.42,0
585,France,Male,55,10,106415.57,1,1,122960.98,1
603,France,Male,31,4,0,0,1,9607.1,0
728,France,Female,32,9,127772.1,1,1,152643.48,0
621,Spain,Male,41,5,104631.67,1,1,95551.22,0
833,France,Male,30,1,0,1,0,141860.62,0
502,France,Male,37,10,0,1,1,76642.68,0
825,France,Male,37,6,118050.79,0,1,52301.15,0
668,France,Male,46,0,0,0,0,29388.02,0
487,Spain,Female,40,6,136093.74,0,1,193408.43,0
600,France,Female,39,7,88477.36,1,0,58632.37,0
606,Spain,Male,34,3,161572.24,0,1,191076.22,0
623,France,Male,50,7,126608.37,0,1,645.61,1
575,France,Female,54,9,68332.96,1,1,144390.75,0
577,Spain,Male,48,6,179852.26,1,0,193580.32,0
651,France,Female,25,8,0,1,1,126761.2,0
693,France,Male,46,2,104763.41,1,1,62368.33,0
800,France,Male,60,6,88541.57,1,1,131718.12,0
760,France,Male,38,6,162888.73,1,0,91098.76,1
711,France,Female,35,8,0,1,1,67508.01,0
637,Spain,Male,43,8,0,1,0,12156.93,1
662,France,Male,32,9,0,0,0,65089.38,0
568,France,Female,44,7,0,0,0,62370.67,1
692,France,Female,30,7,0,1,1,18826.34,0
614,France,Female,35,1,0,1,1,3342.62,0
478,France,Male,35,1,92474.05,1,0,178626.07,0
562,France,Male,36,6,0,1,0,32845.32,0
709,France,Male,30,9,115479.48,1,1,134732.99,0
684,France,Female,26,5,87098.91,0,0,106095.82,0
546,France,Female,42,9,86351.85,1,0,57380.13,0
779,France,Female,42,5,0,0,0,25951.91,0
576,France,Male,63,3,148843.56,1,0,69414.13,1
481,France,Male,44,3,163714.52,1,0,96123.72,0
445,France,Male,25,6,0,1,0,119425.94,0
606,Spain,Male,36,0,94153.56,0,1,120138.27,0
559,France,Male,50,5,162702.35,0,0,150548.5,1
608,France,Female,56,10,129255.2,1,0,142492.04,1
698,France,Male,41,3,90605.29,1,1,14357,0
568,Spain,Male,39,5,0,1,1,129569.92,0
528,France,Male,29,3,102787.42,1,0,55972.56,0
802,France,Female,39,7,120145.96,0,1,59497.01,1
669,France,Male,47,0,63723.78,1,1,181928.25,0
581,Spain,Female,24,10,159203.71,1,1,102517.83,1
640,France,Male,38,9,0,1,0,88827.67,0
529,Spain,Female,44,1,0,0,0,14161.3,0
547,France,Female,51,1,0,1,1,56908.41,0
718,France,Female,49,10,0,1,0,184474.72,1
707,France,Male,34,9,162691.16,1,0,94912.78,0
735,France,Male,43,9,127806.91,1,1,73069.59,0
765,France,Male,43,9,157960.49,0,0,136602.8,0
469,France,Female,52,8,139493.25,0,0,150093.32,1
594,France,Female,21,2,87096.82,1,0,168186.11,0
675,France,Female,34,10,84944.58,0,0,146230.63,0
703,France,Male,50,8,160139.59,1,1,79314.1,0
810,France,Male,33,6,0,1,1,77965.67,0
715,Spain,Male,42,6,0,1,1,128745.69,0
664,France,Male,40,9,0,1,0,194767.3,0
850,France,Male,29,6,0,1,1,10672.54,0
724,France,Male,36,6,94615.11,1,1,10627.21,0
563,France,Male,30,7,90727.79,1,0,122268.75,0
714,France,Male,26,3,119545.48,1,0,65482.94,0
614,France,Male,36,1,118311.76,1,0,146134.68,0
740,France,Male,33,1,129574.98,1,1,123300.38,0
587,France,Male,33,8,148163.57,0,0,122925.4,0
465,France,Male,24,5,117154.9,1,1,127744.02,0
689,Spain,Female,40,5,154251.67,0,1,118319.5,0
656,France,Male,30,3,0,0,1,17104,0
579,France,Female,33,1,65667.79,0,0,164608.98,0
716,France,Female,44,1,0,1,1,152108.47,0
551,France,Male,42,1,50194.59,1,1,23399.58,0
527,France,Female,39,9,96748.89,1,0,94711.43,0
600,France,Female,37,4,0,1,0,7312.25,1
685,France,Female,43,1,132667.17,1,1,41876.98,0
738,Spain,Male,36,5,0,1,1,96881.32,0
622,France,Male,41,2,127087.06,1,0,102402.91,1
528,France,Male,34,1,125566.9,1,1,176763.27,0
546,France,Female,52,1,106074.89,1,1,23548.45,1
576,France,Male,46,4,137367.94,1,1,33450.11,0
733,France,Female,38,3,157658.36,0,0,19658.43,0
727,France,Male,45,6,114422.85,1,1,104678.78,1
605,Spain,Male,41,5,103154.66,0,0,143203.78,0
586,France,Male,33,9,0,1,0,6975.02,0
564,Spain,Female,24,6,149592.14,1,1,153771.8,0
593,France,Female,48,3,133903.12,1,1,85902.39,1
736,France,Female,26,0,84587.9,0,1,188037.76,0
675,Spain,Male,32,8,197436.82,1,1,52710.7,0
656,Spain,Female,32,1,104254.27,1,1,17034.37,0
462,France,Male,39,4,140133.08,0,0,131304.45,0
685,Spain,Female,30,2,0,1,1,172576.43,1
850,France,Female,36,0,136980.23,1,1,99019.65,0
636,France,Female,48,3,120568.41,1,0,190160.04,1
850,France,Female,27,7,43658.33,1,1,3025.49,0
628,France,Female,37,9,0,1,1,34689.77,0
798,France,Male,28,3,0,1,0,2305.27,0
610,France,Female,57,7,72092.95,0,1,113228.82,1
591,France,Female,42,10,0,0,0,171099.22,0
614,Spain,Female,37,9,0,1,1,62023.1,0
651,France,Male,35,0,181821.96,0,1,36923.67,1
665,France,Male,25,7,90920.75,0,1,112256.57,0
570,France,Male,23,2,0,0,0,198830.98,0
631,Spain,Male,29,3,0,1,1,197963.46,0
586,France,Male,32,1,0,0,0,31635.99,0
691,France,Male,30,9,0,1,0,49594.02,0
639,France,Male,35,8,0,1,0,170483.9,0
698,France,Female,27,1,94920.71,1,1,40339.9,0
733,France,Male,45,2,113939.36,1,0,3218.71,0
850,France,Male,19,8,0,1,1,68569.89,0
618,France,Female,31,4,0,1,0,29176.04,0
473,France,Female,25,6,110666.42,0,0,46758.42,0
490,France,Male,39,1,0,1,0,171060.01,1
754,France,Female,48,7,141819.02,1,0,93550.53,1
649,France,Female,56,8,156974.26,1,0,89405.26,1
578,France,Male,50,5,151215.34,1,0,169804.4,0
690,Spain,Male,26,8,116318.23,1,1,83253.05,0
610,France,Male,49,6,113882.33,1,0,195813.81,1
596,France,Male,42,7,0,1,1,121568.37,0
492,France,Female,48,6,127253.98,1,1,92144.09,1
575,Spain,Male,41,2,100062.39,0,0,126307.25,0
569,France,Male,66,2,0,1,0,130784.2,1
674,Spain,Female,41,4,126605.14,1,1,166694.93,0
507,France,Female,31,0,106942.08,0,1,44001.11,0
457,Spain,Male,44,7,0,0,0,185992.36,0
584,France,Female,41,3,88594.93,1,0,178997.89,0
744,France,Male,29,6,123737.04,1,0,141558.04,0
687,France,Female,35,1,110752.15,1,1,47921.22,0
688,Spain,Female,46,3,0,0,1,104902.68,0
519,France,Male,34,5,0,1,0,68479.6,0
733,Spain,Female,38,5,0,1,1,1271.51,0
666,Spain,Male,43,5,0,1,0,29346.1,0
511,Spain,Female,40,1,0,1,1,184118.73,0
705,France,Female,54,3,125889.3,1,0,96013.5,1
544,France,Male,48,10,78314.63,1,1,103713.93,1
564,France,Female,36,7,206329.65,1,1,46632.87,1
702,France,Male,40,7,145536.9,0,1,135334.24,0
658,France,Male,31,2,77082.65,0,0,13482.28,0
654,France,Female,24,8,145081.73,1,1,130075.07,0
649,France,Female,41,4,115897.73,1,0,143544.48,0
597,Spain,Male,24,0,108058.07,1,1,187826.11,0
782,France,Male,33,7,191523.09,1,1,167058.75,0
644,France,Male,38,3,0,1,1,79928.41,0
679,Spain,Female,39,7,91187.9,0,1,6075.36,0
678,France,Female,60,2,0,1,1,43821.56,0
806,France,Male,34,5,113958.55,0,1,32125.98,0
668,Spain,Male,43,1,147167.25,0,0,141679.73,0
659,France,Male,29,9,82916.48,1,1,84133.48,0
660,France,Male,34,1,0,1,0,9692.58,0
601,France,Female,37,5,0,0,0,20708.6,0
781,France,Female,48,0,57098.96,1,0,85644.06,1
628,France,Male,39,1,115341.19,1,1,107674.3,1
751,France,Male,30,3,165257.2,0,0,134822.05,0
531,France,Female,37,1,0,1,0,4606.97,0
647,France,Female,42,9,0,1,1,51362.82,0
708,Spain,Male,46,7,68799.72,1,1,39704.14,0
550,Spain,Male,39,2,116120.19,1,1,195638.13,0
670,France,Male,33,1,0,1,1,86413.11,0
592,France,Female,31,2,84102.11,0,1,116385.24,0
589,France,Female,50,4,0,0,1,182076.97,0
725,France,Female,33,4,0,1,1,67879.8,0
570,France,Female,43,9,0,0,1,11417.26,0
575,France,Male,46,1,0,1,1,65998.26,0
501,France,Male,25,6,104013.79,1,0,114774.35,0
431,France,Male,42,8,120822.86,1,0,126153.24,0
719,Spain,Male,40,4,128389.12,1,1,176091.31,0
850,France,Male,36,7,102800.72,1,1,87352.43,0
554,France,Female,31,6,135470.9,1,0,107074.81,0
418,France,Male,36,7,90145.04,1,1,69157.93,0
715,Spain,Male,31,7,0,1,1,149970.59,0
750,Spain,Female,33,3,161801.47,0,1,153288.97,1
766,France,Male,37,2,99660.13,0,1,147700.78,0
652,Spain,Female,38,6,123081.84,1,1,188657.97,0
658,France,Male,42,8,102870.93,0,1,103764.55,1
659,France,Female,37,1,151105.68,1,1,140934.57,0
574,France,Male,35,5,163856.76,1,1,15118.2,0
611,France,Male,38,7,0,1,1,63202,0
738,Spain,Male,35,8,127290.61,1,0,16081.62,0
571,France,Male,49,4,180614.04,0,0,523,0
686,France,Female,44,7,55053.62,1,0,181757.19,0
679,Spain,Male,33,4,96110.22,1,0,1173.23,0
617,Spain,Female,46,3,106521.49,0,1,86587.37,0
673,France,Male,39,7,82255.51,1,0,109545.56,0
745,France,Female,33,1,0,1,1,174431.01,0
677,France,Female,26,3,102395.79,1,0,119368.99,0
613,Spain,Male,39,8,118201.41,1,0,23315.59,0
576,France,Female,55,6,44582.07,0,1,67539.85,1
584,Spain,Female,30,5,0,1,1,185201.58,0
663,France,Male,22,6,0,0,1,131827.15,0
466,France,Male,26,9,105522.06,1,0,10842.46,0
510,France,Female,50,7,123936.54,1,1,23768.01,0
619,Spain,Female,38,6,0,1,1,117616.29,0
696,France,Female,66,7,119499.42,1,1,174027.3,0
554,France,Female,44,9,135814.7,0,0,115091.38,0
595,France,Male,52,9,0,1,1,106340.66,1
659,France,Male,39,8,106259.63,1,1,198103.32,0
662,France,Male,44,8,0,1,1,175314.87,0
556,Spain,Male,38,2,115463.16,1,0,150679.65,0
701,Spain,Female,39,9,0,1,1,110043.88,0
587,Spain,Male,42,5,120233.83,1,0,194890.33,0
571,France,Female,47,7,0,0,0,112366.98,0
539,France,Female,40,7,81132.21,1,0,167289.82,0
644,France,Female,34,10,122196.99,1,1,182099.71,0
572,France,Male,39,4,112290.22,1,0,49373.97,1
753,France,Female,50,4,0,1,1,861.4,0
706,France,Male,35,5,0,1,1,81718.37,0
588,France,Male,44,8,154409.74,1,0,49324.03,1
825,France,Male,32,9,0,0,0,9751.03,0
627,Spain,Male,48,1,132759.8,1,0,78899.22,0
532,France,Male,60,5,76705.87,0,1,13889.73,0
764,France,Female,44,1,0,1,1,11467.38,0
700,France,Female,36,4,0,1,0,130789.15,0
660,France,Male,41,3,0,1,1,108665.89,0
518,France,Male,29,9,125961.74,1,0,160303.08,1
557,France,Female,39,7,49572.73,1,0,115287.99,1
639,France,Female,35,1,103015.12,1,1,139094.12,0
557,France,Female,24,4,0,0,0,20515.72,0
633,France,Female,32,1,104001.38,0,1,36642.65,0
623,Spain,Female,50,2,87116.71,1,1,104382.11,0
611,France,Male,68,5,82547.11,1,1,146448.01,0
666,Spain,Female,47,5,0,0,0,166650.9,1
521,France,Male,27,4,121325.84,1,1,164223.7,1
775,France,Male,28,9,111167.7,1,0,149331.01,0
681,France,Male,48,5,139714.4,0,0,73066.72,0
564,France,Female,32,10,139875.2,1,0,15378.23,0
646,France,Female,44,2,113063.83,0,0,53072.49,1
670,France,Female,50,8,138340.06,0,1,3159.15,0
751,France,Male,43,1,114974.24,1,0,125920.54,0
544,France,Female,33,6,0,1,1,124113.04,0
639,France,Female,38,5,0,0,0,93716.38,0
635,France,Female,65,5,117325.54,1,0,155799.86,1
672,France,Female,28,6,0,0,1,8814.69,0
639,France,Female,35,8,0,0,0,164453.98,0
697,France,Female,25,1,0,0,0,87803.32,0
850,Spain,Male,44,8,0,1,1,183617.32,0
748,France,Female,34,8,0,1,0,53584.03,0
463,Spain,Female,35,2,0,1,1,1950.93,0
572,France,Female,30,6,0,0,1,175025.27,0
741,Spain,Male,50,1,78737.61,1,1,13018.96,0
646,Spain,Male,25,5,182876.88,1,1,42537.59,1
805,France,Male,50,9,130023.38,1,0,62989.82,1
637,France,Male,36,2,152606.82,1,1,71692.8,0
651,France,Male,28,7,0,1,0,823.96,0
672,France,Male,28,4,167268.98,1,1,169469.3,0
493,France,Male,54,3,167831.88,1,0,150159.95,1
524,France,Male,29,9,144287.6,1,0,32063.3,0
624,France,Female,45,5,151855.33,1,0,68794.15,0
569,Spain,Female,51,3,0,1,0,75084.96,1
677,France,Female,27,2,0,0,1,114685.92,0
464,France,Male,37,4,155994.15,0,0,143665.44,0
718,France,Male,26,7,147527.03,0,0,51099.56,0
594,France,Female,53,4,0,1,0,5408.74,1
574,France,Male,33,8,100267.03,1,0,103006.27,0
478,Spain,Male,48,0,83287.05,0,1,44147.95,1
615,Spain,Male,41,4,0,0,1,149278.96,0
651,Spain,Male,45,4,0,0,0,193009.21,0
465,France,Male,53,1,117438.17,0,0,74898.8,1
558,France,Female,56,7,121235.05,1,1,116253.1,0
540,France,Male,37,3,129965.18,0,0,19374.08,0
568,France,Male,46,8,150836.92,0,0,64516.8,1
630,France,Male,31,0,0,1,1,34475.14,0
523,France,Male,60,1,163894.35,0,1,57061.71,0
678,France,Female,48,2,0,1,1,32301.88,0
438,France,Male,38,2,0,1,0,136859.55,0
544,France,Male,44,1,0,0,0,69244.24,0
595,France,Male,34,2,87967.42,0,1,156309.52,0
678,France,Male,26,3,0,1,0,4989.33,0
850,France,Female,36,6,0,1,1,190194.95,0
589,France,Female,20,2,121093.29,1,0,3529.72,0
785,Spain,Female,31,2,121691.54,0,0,81778.72,0
563,Spain,Male,57,6,0,1,1,39297.48,0
602,France,Female,39,6,154121.32,1,0,176614.86,1
591,France,Male,29,6,0,1,1,108684.65,0
643,Spain,Male,43,1,0,1,1,145764.4,0
605,France,Female,32,5,0,1,1,42135.28,0
755,France,Male,43,6,165048.5,1,0,16929.41,1
769,Spain,Male,38,6,0,0,0,104393.78,0
620,France,Female,33,9,127638.35,1,1,192717.57,0
725,France,Male,31,8,0,1,1,59650.42,0
818,France,Female,72,8,135290.42,1,1,63729.72,0
624,France,Female,71,4,170252.05,1,1,73679.59,1
669,France,Female,35,4,108269.2,1,0,174969.92,0
712,France,Female,32,1,0,1,0,1703.58,0
603,France,Female,35,9,145623.36,1,0,163181.62,0
597,France,Female,41,4,145809.53,1,1,52319.26,0
580,France,Male,76,2,130334.84,1,1,51672.08,0
718,France,Female,39,3,0,1,1,145355.11,0
527,Spain,Male,53,8,0,1,1,51711.57,0
729,Spain,Female,42,1,0,1,1,149535.97,0
746,France,Female,24,4,0,0,1,94105,0
699,France,Female,54,3,111009.32,1,1,155905.79,1
759,France,Female,46,2,0,1,1,138380.11,0
748,France,Female,39,3,157371.54,0,1,97734.3,0
698,Spain,Female,63,5,0,1,1,173576.71,0
686,France,Male,37,9,134560.62,1,0,27596.39,0
679,France,Male,40,1,0,1,1,16897.19,0
682,France,Male,36,5,72373.62,1,0,36895.99,0
778,France,Female,34,7,109564.1,0,1,113046.81,0
742,France,Female,25,4,132116.13,1,0,129933.5,0
649,France,Male,24,7,101195.23,0,0,133091.32,0
763,France,Male,67,1,149436.73,0,1,106282.74,0
595,France,Male,30,9,130682.11,1,1,57862.88,0
628,France,Female,51,10,115280.49,0,0,12628.61,1
625,France,Female,36,8,129944.39,0,0,198914.8,0
733,France,Male,36,5,0,1,1,109127.54,0
665,Spain,Female,32,10,0,1,1,22487.45,0
805,France,Male,56,6,151802.29,1,0,46791.09,1
725,France,Male,38,6,0,1,1,158697.28,0
554,France,Female,38,3,138731.95,1,1,194138.36,0
675,Spain,Female,35,8,155621.08,0,1,35177.31,0
556,France,Female,54,4,150005.38,1,0,157015.5,1
635,Spain,Female,48,2,0,1,1,136551.25,0
601,France,Male,47,1,64430.06,0,1,96517.97,0
600,France,Male,53,7,106261.63,1,0,93629.66,1
758,Spain,Male,40,3,0,0,0,96097.65,0
606,France,Female,41,4,132670.53,1,0,156476.36,1
640,France,Female,67,3,0,0,1,42964.63,0
753,France,Female,38,1,117314.92,1,0,122021.33,1
559,Spain,Male,38,3,145874.35,1,0,56311.39,1
754,Spain,Female,50,7,146777.44,0,1,150685.52,0
621,France,Male,51,4,109978.83,0,0,177740.58,1
654,France,Female,37,5,0,0,1,71492.28,0
650,Spain,Male,24,8,108881.73,1,0,104492.83,0
831,Spain,Female,44,10,0,0,1,47729.33,0
519,France,Male,39,2,112957.26,1,0,97593.16,0
552,France,Female,42,8,103362.14,0,1,186869.58,1
577,Spain,Male,41,4,89015.61,0,1,135227.23,0
576,Spain,Male,45,5,133618.01,0,0,135244.87,0
646,France,Male,40,5,93680.43,1,1,179473.26,0
711,France,Female,45,1,97486.15,1,0,50610.62,0
806,Spain,Female,37,2,137794.18,0,1,75232.02,0
670,France,Female,39,8,101928.51,0,0,89205.54,0
679,Spain,Female,28,9,0,0,1,61761.77,0
850,Spain,Female,39,6,0,1,0,103921.43,0
670,France,Female,35,2,79585.96,0,1,198802.9,0
733,France,Female,24,3,161884.99,1,1,9617.24,0
764,France,Female,39,1,129068.54,1,1,187905.12,0
673,France,Female,42,4,0,1,0,121440.8,0
588,France,Male,49,6,132623.76,1,0,36292.94,1
564,Spain,Male,31,5,121461.87,1,1,20432.09,1
715,France,Male,32,8,175307.32,1,0,187051.23,0
621,France,Male,31,7,136658.61,1,1,148689.13,0
796,Spain,Female,23,3,146584.19,0,0,125445.8,0
672,France,Male,34,6,0,0,0,22736.06,0
527,Spain,Female,46,10,131414.76,1,0,54947.51,0
722,France,Female,38,3,0,0,1,167984.72,0
